City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,labasa,-16.4167,179.3833,299.64,86,42,2.82,FJ,1716672617
295,rio grande,-32.035,-52.0986,285.21,65,75,6.63,BR,1716672594
296,pinheiro,-2.5214,-45.0825,297.96,96,99,1.5,BR,1716672638
297,kirensk,57.7853,108.1119,284.8,74,45,0.89,RU,1716672648
298,kalabo,-14.97,22.6814,293.68,33,89,2.51,ZM,1716672658
299,scottburgh,-30.2867,30.7532,292.65,87,90,2.95,ZA,1716672257
300,taro,-8.3862,115.28,296.15,100,92,0.87,ID,1716672679
301,tolanaro,-25.0319,46.9987,294.19,88,20,5.14,MG,1716672142
302,homer,59.6425,-151.5483,281.93,83,100,2.24,US,1716672170
303,singrauli,24.1997,82.6753,302.26,43,39,2.12,IN,1716672709
304,tukrah,32.5341,20.5791,298.17,57,73,4.64,LY,1716672719
305,luderitz,-26.6481,15.1594,288.75,67,5,5.12,NA,1716672188
306,cruzeiro do sul,-29.5128,-51.9853,284.31,89,100,1.47,BR,1716672744
307,arfoud,31.4348,-4.2375,302.43,13,44,3.54,MA,1716672756
308,port saint john's,-31.6229,29.5448,291.3,89,25,3.1,ZA,1716672766
309,usogorsk,63.4106,48.6872,275.74,64,68,4.11,RU,1716672202
310,kapuskasing,49.4169,-82.4331,284.2,93,100,5.66,CA,1716672704
311,hopelchen,19.7667,-89.85,315.01,20,1,2.33,MX,1716672802
312,port douglas,-16.4833,145.4667,296.36,88,97,6.25,AU,1716672812
313,susuman,62.7833,148.1667,280.92,51,17,1.34,RU,1716672823
314,jackson,42.4165,-122.8345,293.55,40,20,3.6,US,1716672788
315,new norfolk,-42.7826,147.0587,276.88,95,56,1.17,AU,1716672718
316,amos,48.5669,-78.1162,287.59,67,100,1.72,CA,1716672605
317,limanowa,49.7059,20.422,286.75,92,27,1.9,PL,1716672863
318,kalmunai,7.4167,81.8167,300.15,81,100,6.15,LK,1716672721
319,qusmuryn,52.4503,64.6311,279.4,52,4,3.83,KZ,1716672884
320,gryazovets,58.88,40.2525,286.59,97,85,2.68,RU,1716672894
321,boquira,-12.8231,-42.7306,297.17,46,100,2.06,BR,1716672904
322,zouerate,22.7187,-12.4521,299.78,19,99,4.18,MR,1716672761
323,ebon,4.582,168.6964,301.92,80,23,7.51,MH,1716672789
324,chone,-0.6833,-80.1,300.09,86,84,3.53,EC,1716672934
325,konstantynow lodzki,51.7478,19.3256,289.4,88,40,1.54,PL,1716672944
326,manaure,11.7751,-72.4445,303.61,67,100,5.01,CO,1716672955
327,tarko-sale,64.9225,77.785,273.33,86,95,4.77,RU,1716672965
328,constantia,44.1833,28.65,286.53,80,17,6.04,RO,1716672786
329,lagoa,39.05,-27.9833,290.11,69,59,3.22,PT,1716672985
330,sukumo,32.9333,132.7333,292.62,80,23,2.58,JP,1716672996
331,berezniki,59.4152,56.8124,278.33,90,98,3.97,RU,1716673006
332,oltinko'l,40.8011,72.1634,293.24,69,100,2.51,UZ,1716673016
333,dhidhdhoo,6.8833,73.1,302.71,76,100,6.79,MV,1716673027
334,tubarjal,30.4999,38.216,296.52,41,0,5.13,SA,1716673038
335,dowlatabad,32.7998,51.6955,295.97,27,0,3.09,IR,1716673048
336,gisborne,-38.6533,178.0042,287.78,56,18,3.12,NZ,1716673058
337,gorontalo,0.5412,123.0595,297.41,97,98,0.65,ID,1716673068
338,kone,-21.0595,164.8658,296.64,44,68,1.31,NC,1716672771
339,rongelap,11.1635,166.8941,301.1,81,79,8.18,MH,1716672764
340,reggane,26.7158,0.1714,307.43,7,0,3.14,DZ,1716673100
341,badger,64.8,-147.5333,282.1,84,75,3.6,US,1716672758
342,khandyga,62.6667,135.6,285.62,49,8,1.06,RU,1716672805
343,eckersdorf,50.0333,11.4,287.03,93,18,0.24,DE,1716673131
344,bakal,54.9417,58.8083,282.62,99,93,2.84,RU,1716673141
345,labytnangi,66.6572,66.4183,270.03,87,24,4.83,RU,1716672780
346,amga,60.8953,131.9608,284.0,55,26,1.18,RU,1716672803
347,inirida,3.8653,-67.9239,300.12,96,78,0.92,CO,1716672814
348,akaltara,22.0167,82.4333,304.68,46,90,1.88,IN,1716673186
349,klyuchi,52.2667,79.1667,279.14,95,100,2.38,RU,1716672763
350,mamuju,-2.6748,118.8885,299.34,89,49,1.99,ID,1716673207
351,levuka,50.1834,-105.4011,289.05,38,21,2.87,CA,1716673217
352,motilla del palancar,39.5709,-1.9068,290.61,38,29,0.45,ES,1716673227
353,juba,4.8517,31.5825,296.43,82,30,1.88,SS,1716673052
354,arraial do cabo,-22.9661,-42.0278,297.13,78,75,5.14,BR,1716673248
355,saint-francois,46.4154,3.9054,289.07,83,0,0.0,FR,1716672722
356,batangafo,7.3008,18.2833,294.97,94,84,1.66,CF,1716673268
357,hadibu,12.65,54.0333,302.77,79,21,2.67,YE,1716673279
358,bengkulu,-3.8004,102.2655,299.21,87,100,2.78,ID,1716673289
359,cova figueira,14.8905,-24.2934,292.45,65,100,3.15,CV,1716673300
360,ghat,24.9647,10.1728,306.78,16,71,3.24,LY,1716673310
361,kitimat,54.0524,-128.6534,287.42,64,99,5.36,CA,1716673320
362,colonia,50.9333,6.95,288.31,86,0,0.51,DE,1716672598
363,ilulissat,69.2167,-51.1,274.16,75,11,2.06,GL,1716673340
364,uturoa,-16.7333,-151.4333,300.68,81,15,7.69,PF,1716672767
365,pamandzi,-12.7967,45.2794,299.03,69,0,4.63,YT,1716673366
366,bubaque,11.2833,-15.8333,300.26,76,27,8.28,GW,1716673378
367,frederico westphalen,-27.3592,-53.3944,279.93,86,83,2.56,BR,1716673387
368,bonthe,7.5264,-12.505,301.12,80,100,4.04,SL,1716673398
369,vorkuta,67.5,64.0,270.99,96,99,7.15,RU,1716673409
370,st. john's,47.5649,-52.7093,286.57,93,75,1.03,CA,1716673343
371,alo,7.4178,6.7371,298.55,85,50,1.39,NG,1716673430
372,burang,30.25,81.1667,278.66,97,98,1.79,CN,1716673441
373,san antonio de pale,-1.4014,5.6325,299.73,74,95,3.04,GQ,1716673452
374,puerto deseado,-47.7503,-65.8938,278.96,71,91,4.48,AR,1716673462
375,veraval,20.9,70.3667,301.65,84,2,8.92,IN,1716673472
376,mossel bay,-34.1831,22.146,287.11,92,12,4.57,ZA,1716673483
377,zuwarah,32.9312,12.082,293.32,82,0,2.96,LY,1716673493
378,aasiaat,68.7098,-52.8699,272.04,82,49,2.01,GL,1716673504
379,lorengau,-2.0226,147.2712,301.87,80,47,5.41,PG,1716673514
380,geraldton,-28.7667,114.6,285.38,94,0,4.63,AU,1716673524
381,constitucion,-35.3333,-72.4167,284.67,91,75,3.16,CL,1716673534
382,bayji,34.9311,43.487,299.5,26,0,3.13,IQ,1716673544
383,kristinehamn,59.3098,14.1081,293.46,71,41,3.56,SE,1716673555
384,port augusta,-32.5,137.7667,284.08,68,0,1.56,AU,1716673565
385,ponta delgada,37.7333,-25.6667,291.59,72,20,2.57,PT,1716673575
386,mcalester,34.9334,-95.7697,305.2,58,40,3.6,US,1716673585
387,faya-largeau,17.9257,19.1043,307.9,11,0,3.69,TD,1716673596
388,codrington,-38.2667,141.9667,279.69,87,8,3.63,AU,1716673606
389,trenggalek,-8.05,111.7167,296.23,98,60,1.07,ID,1716673616
390,sao tome,0.3365,6.7273,299.31,80,97,3.74,ST,1716673632
391,portland,45.5234,-122.6762,290.47,61,75,2.57,US,1716673527
392,ormara,25.2088,64.6357,301.37,89,4,3.9,PK,1716673647
393,borkum,53.5809,6.6915,289.12,93,14,3.83,DE,1716673658
394,sault ste. marie,46.5168,-84.3333,290.31,57,0,2.06,CA,1716673399
395,road town,18.4167,-64.6167,303.17,70,20,3.09,VG,1716673458
396,trapani,37.8333,12.6667,293.2,78,0,4.63,IT,1716673644
397,spring creek,40.7266,-115.5859,289.71,45,100,2.24,US,1716673707
398,sos'va,59.1766,61.8558,279.29,87,100,2.68,RU,1716673717
399,ilave,-16.0833,-69.6667,280.0,42,0,1.2,PE,1716673727
400,adler,43.43,39.92,289.24,82,100,4.0,RU,1716673738
401,kill devil hills,36.0307,-75.676,296.16,90,100,3.09,US,1716673748
402,east london,-33.0153,27.9116,291.24,85,85,2.36,ZA,1716673758
403,al ghayzah,16.2079,52.176,301.72,83,66,3.26,YE,1716673768
404,mankono,8.0586,-6.1897,299.38,70,100,0.71,CI,1716673778
405,san borja,-14.8167,-66.85,289.7,70,99,3.03,BO,1716673789
406,itaporanga,-7.3044,-38.1503,302.46,48,98,4.62,BR,1716673708
407,lucea,18.451,-78.1736,304.18,71,20,3.34,JM,1716673810
408,karaman,37.0833,33.25,285.63,67,8,0.59,TR,1716673820
409,ishigaki,24.3448,124.1572,300.22,100,75,1.54,JP,1716673830
410,pobugskoye,48.1658,30.5927,285.6,56,0,3.71,UA,1716673840
411,nantucket,41.2835,-70.0995,292.23,67,0,4.12,US,1716673686
412,shetpe,44.1667,52.1167,285.68,30,3,7.93,KZ,1716673861
413,siavonga,-16.5382,28.7088,292.53,60,5,1.86,ZM,1716673871
414,inhambane,-23.865,35.3833,293.51,81,39,2.78,MZ,1716673881
415,nema,57.5067,50.5011,285.64,90,100,3.7,RU,1716673891
416,chabahar,25.2919,60.643,304.3,61,0,2.67,IR,1716673901
417,sunne,59.8376,13.143,293.33,63,11,1.45,SE,1716673912
418,noshiro,40.2039,140.0242,285.09,73,70,1.56,JP,1716673922
419,rosario del tala,-32.3029,-59.1455,279.33,76,40,2.88,AR,1716673932
420,bam,29.106,58.357,302.98,18,0,2.46,IR,1716673942
421,cajabamba,-7.6167,-78.05,292.79,58,49,1.17,PE,1716673952
422,bilajer,40.5681,50.0378,290.05,82,0,3.09,AZ,1716673963
423,newman,37.3138,-121.0208,299.39,41,0,1.34,US,1716673973
424,taoudenni,22.6783,-3.9836,308.29,10,4,3.82,ML,1716673983
425,ndele,8.4109,20.6473,296.84,85,89,2.73,CF,1716673993
426,fortuna,40.5982,-124.1573,289.78,62,100,6.69,US,1716674004
427,quimili,-27.6333,-62.4167,285.36,46,100,2.88,AR,1716674014
428,huilong,31.8111,121.655,294.81,94,84,5.57,CN,1716674029
429,san fernando de apure,7.8878,-67.4724,303.16,66,98,0.8,VE,1716674040
430,nawalgarh,27.85,75.2667,305.63,19,0,1.34,IN,1716674050
431,isangel,-19.55,169.2667,296.43,59,83,4.68,VU,1716673969
432,kununurra,-15.7667,128.7333,292.14,88,0,2.06,AU,1716674070
433,nago,26.5881,127.9761,299.39,94,100,2.49,JP,1716674080
434,narvik,68.4384,17.4272,280.82,65,38,1.76,NO,1716674014
435,filadelfia,39.9523,-75.1638,304.42,46,75,3.6,US,1716673864
436,vorgashor,67.5833,63.95,270.82,96,99,6.75,RU,1716674111
437,pastavy,55.1168,26.8326,287.75,88,88,2.32,BY,1716674121
438,ingeniero guillermo n. juarez,-23.9,-61.85,286.31,51,98,3.11,AR,1716674131
439,akjoujt,19.6969,-14.4164,304.65,14,78,5.21,MR,1716674142
440,safotu,-13.4513,-172.4018,302.03,78,68,4.12,WS,1716674152
441,vilhena,-12.7406,-60.1458,295.27,83,100,2.57,BR,1716674046
442,minas de marcona,-15.2119,-75.1103,287.56,77,4,7.62,PE,1716674172
443,quellon,-43.1167,-73.6167,279.56,70,100,1.25,CL,1716674182
444,kavaratti,10.5669,72.642,302.71,83,100,7.61,IN,1716674193
445,tempio pausania,40.8974,9.1035,286.66,88,11,1.33,IT,1716674203
446,leava,-14.3,-178.1667,301.78,80,71,7.03,WF,1716674213
447,chandbali,20.7833,86.7667,302.65,78,100,5.82,IN,1716674223
448,fortaleza,-3.7227,-38.5247,302.71,74,75,4.63,BR,1716673725
449,olavarria,-36.8927,-60.3225,278.17,64,45,1.94,AR,1716674244
450,hampton bays,40.869,-72.5176,296.14,67,0,3.09,US,1716674025
451,patacamaya,-17.2333,-67.9167,284.37,22,0,4.47,BO,1716674265
452,gizo,-8.103,156.8419,301.58,79,52,3.2,SB,1716674275
453,kandahar,31.0,65.75,301.59,18,0,3.72,AF,1716674285
454,luanda,-8.8368,13.2343,299.15,89,75,2.57,AO,1716674195
455,kingston,17.997,-76.7936,303.68,74,20,7.72,JM,1716673665
456,owen sound,44.5672,-80.9435,292.57,83,99,0.89,CA,1716674316
457,karratha,-20.7377,116.8463,294.41,29,0,5.31,AU,1716674326
458,vylkove,45.4021,29.586,287.94,78,7,4.0,UA,1716674337
459,cotacachi,0.3,-78.2667,294.9,84,90,1.33,EC,1716674348
460,ixtapa,20.7,-105.2,307.79,34,9,4.03,MX,1716674358
461,paradip garh,20.3167,86.6167,302.65,76,100,4.91,IN,1716674368
462,byarozawka,53.7214,25.4993,286.89,94,95,2.4,BY,1716674378
463,salalah,17.0151,54.0924,301.42,82,1,2.59,OM,1716674393
464,ascension,30.2169,-90.9001,307.64,60,40,3.6,US,1716674403
465,toliara,-23.35,43.6667,293.03,82,0,1.94,MG,1716674415
466,manoc-manoc,11.9416,121.9428,301.38,82,100,6.77,PH,1716674425
467,plano,33.0198,-96.6989,305.79,70,75,5.66,US,1716674345
468,ugoofaaru,5.6667,73.0,302.09,80,100,7.82,MV,1716674447
469,ambon,-3.6954,128.1814,300.86,15,75,4.12,ID,1716674457
470,salida,37.7058,-121.0849,298.27,49,0,6.3,US,1716674401
471,fastovetskaya,45.9189,40.1589,287.4,45,100,8.81,RU,1716674478
472,nouadhibou,20.931,-17.0347,294.14,68,100,7.72,MR,1716674489
473,queenstown,-31.8976,26.8753,284.47,61,38,1.84,ZA,1716674499
474,puerto ayacucho,5.6639,-67.6236,300.66,86,98,1.8,VE,1716674239
475,ola,59.5833,151.2833,284.9,53,93,9.18,RU,1716674519
476,axim,4.8699,-2.2405,298.97,87,100,2.53,GH,1716674530
477,nuuk,64.1835,-51.7216,274.75,80,40,5.81,GL,1716674542
478,pecanha,-18.5486,-42.5569,292.5,80,100,1.79,BR,1716674300
479,wasagu,11.3764,5.7954,297.53,76,100,1.68,NG,1716674563
480,saint-paul,-21.0096,55.2707,295.2,78,5,0.6,RE,1716674573
481,avarua,-21.2078,-159.775,299.18,94,100,1.54,CK,1716674583
482,satun,6.8333,100.0,298.15,90,100,0.81,TH,1716674594
483,orizona,-17.0314,-48.2958,297.28,50,45,1.47,BR,1716674604
484,tahara,34.6667,137.2667,294.23,50,75,6.15,JP,1716674614
485,old town,50.087,14.4202,288.65,92,0,2.06,CZ,1716674625
486,daru,-9.0763,143.2092,299.04,92,100,7.59,PG,1716674635
487,itaituba,-4.2761,-55.9836,304.24,74,20,1.03,BR,1716674645
488,santiago de cao,-7.9589,-79.2392,291.22,88,75,4.63,PE,1716674627
489,amungan,15.3652,119.9582,301.55,72,100,1.35,PH,1716674665
490,cabo san lucas,22.8909,-109.9124,308.49,43,11,5.06,MX,1716674416
491,el calafate,-50.3408,-72.2768,272.77,58,6,0.65,AR,1716674540
492,al lagowa,11.4,29.1333,304.61,38,13,2.09,SD,1716674697
493,peterhead,57.5058,-1.7981,285.37,89,55,3.98,GB,1716674707
494,bairnsdale,-37.8333,147.6167,280.26,72,10,1.84,AU,1716674718
495,saudarkrokur,65.7461,-19.6394,284.46,68,94,7.11,IS,1716674486
496,mohale's hoek,-30.1514,27.4769,284.18,47,41,2.27,LS,1716674738
497,port-cartier,50.0334,-66.8654,283.01,81,98,3.62,CA,1716674449
498,coquimbo,-29.9533,-71.3436,286.0,76,100,2.57,CL,1716674756
499,kandi,11.1342,2.9386,304.03,53,74,3.2,BJ,1716674768
500,tumayr,25.7039,45.868,305.68,14,54,5.53,SA,1716674779
501,puerto santa,-8.9906,-78.6456,292.56,82,57,5.09,PE,1716674789
502,kailua-kona,19.6406,-155.9956,300.13,86,40,4.63,US,1716674799
503,fisterra,42.9049,-9.2629,286.9,89,97,1.81,ES,1716674757
504,lamarque,-39.423,-65.7021,280.51,48,78,3.85,AR,1716674819
505,vadso,70.0744,29.7487,277.64,81,75,4.12,NO,1716674829
506,santander de quilichao,3.0095,-76.4849,296.73,83,88,0.76,CO,1716674636
507,nanning,22.8167,108.3167,298.4,92,99,4.04,CN,1716674656
508,sanctuary point,-35.1114,150.629,284.81,82,11,1.96,AU,1716674863
509,atlantic,39.4668,-74.6663,302.23,69,0,4.12,US,1716674877
510,haapsalu,58.9431,23.5414,289.25,75,71,3.29,EE,1716674887
511,tazacorte,28.629,-17.9293,292.69,90,0,4.63,ES,1716674902
512,filey,54.21,-0.2892,285.81,93,100,1.34,GB,1716674912
513,lubny,50.0163,32.9969,284.56,71,0,3.49,UA,1716674922
514,kamyzyak,46.11,48.0736,285.36,63,0,7.0,RU,1716674848
515,trashi yangtse,27.6116,91.498,290.68,83,57,2.3,BT,1716674942
516,galliano,29.4422,-90.2992,304.82,66,40,4.12,US,1716674952
517,vishnyeva,54.7122,26.5225,286.64,92,98,2.1,BY,1716674967
518,anshun,26.25,105.9333,292.1,97,100,3.62,CN,1716674977
519,kyelang,32.5833,77.0333,273.6,77,5,3.32,IN,1716674987
520,tregunc,47.85,-3.85,288.07,88,94,6.74,FR,1716674997
521,zholymbet,51.7433,71.7122,278.31,94,100,7.58,KZ,1716675007
522,panama city beach,30.1766,-85.8055,303.74,73,0,3.13,US,1716674800
523,garissa,-0.4536,39.6401,297.89,78,6,7.77,KE,1716675028
524,ribeira brava,32.65,-17.0667,294.26,83,42,1.15,PT,1716675039
525,hilo,19.7297,-155.09,299.23,84,100,2.68,US,1716675019
526,paidha,2.4167,30.9855,290.9,80,26,2.15,UG,1716675059
527,goulburn,-34.75,149.7167,280.81,88,6,1.22,AU,1716675069
528,posadas,-27.3671,-55.8961,280.04,85,38,2.07,AR,1716675048
529,launceston,-41.45,147.1667,275.46,100,13,2.57,AU,1716675090
530,punta cana,18.5818,-68.4043,302.02,79,40,3.09,DO,1716674942
531,roxas,11.5853,122.7511,298.23,92,100,3.64,PH,1716675110
532,chhabra,24.6667,76.8333,309.72,19,80,2.84,IN,1716675120
533,hammerfest,70.6634,23.6821,278.4,81,100,5.66,NO,1716675131
534,mpophomeni,-29.5682,30.1862,283.79,90,25,2.02,ZA,1716675145
535,howrah,22.5892,88.3103,301.15,83,40,4.63,IN,1716675156
536,broken hill,-31.95,141.4333,283.49,54,0,1.79,AU,1716675166
537,saint-louis,16.3333,-15.0,309.03,12,7,5.23,SN,1716675176
538,xilin hot,43.9667,116.0333,280.12,77,100,7.87,CN,1716675186
539,puerto lempira,15.2667,-83.7667,304.23,66,20,6.17,HN,1716675196
540,tarrafal,15.2833,-23.7667,297.59,80,100,6.15,CV,1716675207
541,intendente alvear,-35.2338,-63.592,279.04,52,100,3.13,AR,1716675217
542,cill airne,52.05,-9.5167,284.05,91,95,1.22,IE,1716675227
543,kushiro,42.975,144.3747,285.68,66,34,2.06,JP,1716675237
544,nizhnesortymskiy,62.4397,71.7603,273.7,87,98,4.27,RU,1716675247
545,dudinka,69.4058,86.1778,271.3,76,100,8.05,RU,1716675258
546,koulamoutou,-1.1303,12.4736,295.47,96,67,0.49,GA,1716675268
547,usevia,-7.1,31.2333,293.81,62,45,1.9,TZ,1716675278
548,kaele,10.1092,14.4508,303.52,48,74,1.94,CM,1716675288
549,nuku'alofa,-21.1333,-175.2,299.34,69,75,3.6,TO,1716675298
550,fort st. john,56.2499,-120.8529,290.95,44,51,1.89,CA,1716675093
551,grants,35.1473,-107.8514,296.28,9,0,10.29,US,1716675319
552,kyshtovka,56.555,76.6271,275.56,76,5,2.68,RU,1716675330
553,tres lagoas,-20.7511,-51.6783,293.46,53,34,4.42,BR,1716675215
554,koz'modem'yansk,56.3367,46.5711,285.57,81,10,3.58,RU,1716675350
555,noosa heads,-26.3833,153.15,291.54,81,13,4.75,AU,1716675361
556,buedu,8.2803,-10.3719,296.17,98,91,0.91,SL,1716675371
557,tual,-5.6667,132.75,300.85,87,86,9.03,ID,1716675381
558,mawu,29.5923,107.3139,294.15,97,100,1.05,CN,1716675391
559,lerwick,60.1545,-1.1494,284.15,89,66,3.0,GB,1716675401
560,pitimbu,-7.4706,-34.8086,299.48,78,10,5.42,BR,1716675412
561,kampene,-3.6,26.6667,295.49,66,5,0.48,CD,1716675423
562,creston,41.0586,-94.3614,297.13,35,0,7.72,US,1716675434
563,tocopilla,-22.092,-70.1979,291.7,76,26,4.85,CL,1716675446
564,al kharijah,25.4514,30.5464,299.16,18,0,3.64,EG,1716675457
565,heinola,61.2056,26.0381,289.82,82,100,2.57,FI,1716675468
566,las tablas,7.7667,-80.2833,303.8,99,100,2.57,PA,1716675478
567,pavlovsk,50.4578,40.1081,284.23,60,26,1.84,RU,1716675488
568,boguchany,58.3814,97.4531,280.85,78,91,4.47,RU,1716675499
569,kruisfontein,-34.0033,24.7314,287.53,82,1,3.62,ZA,1716675509
570,aitape,-3.1374,142.3475,300.04,87,100,2.12,PG,1716675520
571,vernon,50.2581,-119.2691,292.76,47,99,2.06,CA,1716675530
572,city of balikpapan,-1.242,116.8942,300.12,100,40,2.57,ID,1716675540
573,vila franca do campo,37.7167,-25.4333,291.42,99,81,1.17,PT,1716675550
574,kenai,60.5544,-151.2583,286.2,50,40,4.12,US,1716675561
575,formosa do rio preto,-11.0483,-45.1931,297.58,37,80,1.58,BR,1716675571
576,papao,-17.75,-149.55,301.97,85,26,8.06,PF,1716675581
577,saldanha,-33.0117,17.9442,286.18,91,0,6.25,ZA,1716675591
578,amalapuram,16.5833,82.0167,299.74,89,100,1.41,IN,1716675602
579,abalak,58.1286,68.5944,282.79,33,100,3.82,RU,1716675612
580,soio,-6.1349,12.3689,298.65,90,47,2.43,AO,1716675623
581,tutoia,-2.7619,-42.2744,299.53,89,65,3.36,BR,1716675637
582,la mira,18.035,-102.3266,304.0,44,2,5.44,MX,1716675647
583,syumsi,57.1111,51.6149,286.1,86,95,2.6,RU,1716675658
584,yushu,44.8,126.5333,284.19,93,100,5.9,CN,1716675668
585,takaungu,-3.6837,39.8566,299.14,79,4,8.02,KE,1716675680
586,dapa,9.7594,126.0531,301.74,80,99,6.45,PH,1716675694
587,vikhorevka,56.1201,101.1636,286.92,75,100,1.14,RU,1716675705
588,shemordan,56.1856,50.3972,285.71,88,43,4.19,RU,1716675715
589,howard springs,-12.497,131.047,297.1,89,49,2.18,AU,1716675726
590,morant bay,17.8815,-76.4093,302.94,74,34,4.71,JM,1716675736
591,concepcion del oro,24.6333,-101.4167,303.52,14,47,5.3,MX,1716675747
